1998	1	 10.9952923996993
1998	2	 11.8599857795067
1998	3	 11.4873346006184
1998	4	 11.0355135730525
1998	5	 12.7943801912470
1998	6	 14.8389425592941
1998	7	 13.8448256729639
1998	8	 13.1326779657049
1998	9	 12.8239119666682
1998	10 	13.3791222253945
1998	11 	13.3960835228116
1998	12 	12.8778662478957
1999	1	 11.0093606533309
1999	2	 9.72064251142872
1999	3	 9.54796873003071
1999	4	 10.4464356372644
1999	5	 10.1207732948547
1999	6	 11.2527275566690
1999	7	 12.1170903012676
1999	8	 11.8976732165152
1999	9	 11.3346614138922
1999	10 	10.3839883125711
1999	11 	10.3085420555336
1999	12 	8.71736209725195
2000	1	 	7.82685796761544
2000	2	 7.85451017704271
2000	3	 7.84272177689065
2000	4	 9.44000806874541
2000	5	 10.7157092210459
2000	6	 11.5753193094108
2000	7	 11.5662940426373
2000	8	 11.3102056165339
2000	9	 11.7473584485951
2000	10 	11.4185938652960
2000	11 	11.7187546416991
2000	12 	10.6687117690590
2001	1	 9.87289871149557
2001	2	 9.54316561095943
2001	3	 9.62652475640745
2001	4	 11.0270170192165
2001	5	 12.4201570610900
2001	6	 12.7353693456130
2001	7	 12.0905639236943
2001	8	 12.1348142839152
2001	9	 12.2399446852779
2001	10 	11.6050788471727
2001	11 	11.3473648774473
2001	12 10.5996629327566
2002	1	 10.0993514402357
2002	2	 9.73252564240517
2002	3	 9.95731565434386
2002	4	 	10.9626869851653
2002	5	 11.9627718269711
2002	6	 13.0149381265517
2002	7	 14.4849766109996
2002	8	 13.9286977112824
2002	9	 12.4540897706213
2002	10 	13.6799535264040
2002	11 	14.6244137600595
2002	12 	13.2256015690243
2003	1	 11.9224565100738
2003	2	 10.9515320696157
2003	3	 10.7110355749559
2003	4	 12.4099197890530
2003	5	 14.2857657005634
2003	6	 14.9207019056155
2003	7	 15.2956527095675
2003	8	 15.6768392700602
2003	9	 14.9938742826887
2003	10 	14.8603866422163
2003	11 	14.3787876199157
2003	12 	12.2887268463000
2004	1	 10.9904402722671
2004	2	 10.8108456833502
2004	3	 11.2276645838973
2004	4	 12.3083048142053
2004	5	 13.0184209849211
2004	6	 14.0955043460909
2004	7	 14.9923894785756
2004	8	 13.1638127792893
2004	9	 11.1829780633796
2004	10 	11.3269997154665
2004	11 	11.4600704317846
2004	12 	11.0332860812260
2005	1	 10.2483437770738
2005	2	 9.76182927325385
2005	3	 10.3376642765856
2005	4	 10.9436721387492
2005	5	 12.3241693116925
2005	6	 13.4513875292852
2005	7	 13.8948117962761
2005	8	 13.9247293912349
2005	9	 13.5969655388190
2005	10 	12.5827091623288
2005	11 	12.5948057732168
2005	12 	11.8006433501776
2006	1	 10.2091882924894
2006	2	 9.46701309967152
2006	3	 10.1002329130368
2006	4	 11.0226310929213
2006	5	 11.8231709013976
2006	6	 13.3443976176995
2006	7	 13.7500403945996
2006	8	 13.2428339334471
2006	9	 12.0272964766417
2006	10 	11.6049674297076
2006	11 	10.8963198052351
2006	12 	11.7755240701621
2007	1	 11.1234652955456
2007	2	 11.1143624783284
2007	3	 10.4578108392071
2007	4	 11.3081787649626
2007	5	 12.4308600168055
2007	6	 13.8343627080933
2007	7	 15.1780917279144
2007	8	 14.5489291169605
2007	9	 14.1346601218830
2007	10 	13.9086125069551
2007	11 	14.5889791474492
2007	12 	13.5455364185310
2008	1	 11.9577431952566
2008	2	 10.5578557515163
2008	3	 10.1098931389441
2008	4	 10.7282629879047
2008	5	 11.9878753116375
2008	6	 13.0208355256767
2008	7	 12.7481463205934
2008	8	 11.7350918188793
2008	9	 10.9732810438089
2008	10 	11.1816017698787
2008	11 	11.9472087397001
2008	12 	11.8169681912468
2009	1	 10.5075999907735
2009	2	 9.71632766958355
2009	3	 9.98273026047517
2009	4	 10.1802412940863
2009	5	 9.68126679984949
2009	6	 10.3910299120224
2009	7	 11.8017319066216
2009	8	 10.2953030694991
2009	9	 9.79368535592927
2009	10 	10.0627344570385
2009	11 	10.4120209667817
2009	12 	10.0868232243592
2010	1	 8.09762429538938
2010	2	 7.17863122793125
2010	3	 8.05737332073471
2010	4	 9.13107766027927
2010	5	 9.79296647052353
2010	6	 10.0930099082941
2010	7	 9.46506413031083
2010	8	 10.1501365114820
2010	9	 10.9338475818655
2010	10 	12.5988167052221
2010	11 	12.6903416017564
2010	12 	9.95285991559412
2011	1	 8.86542286189786
2011	2	 7.09756320658697
2011	3	 7.51256071445784
2011	4	 8.72118486748331
2011	5	 9.43416392373209
