PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC,GTSPP_UNIQUE_PROFILE_ID
28901,2012-07-20T03:08:00Z,22.0540,123.6980,2,29.77,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,3,29.77,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,4,29.77,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,5,29.77,34.14,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,6,29.76,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,7,29.75,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,8,29.76,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,9,29.75,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,10,29.75,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,20,29.7,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,30,29.68,34.15,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,40,29.28,34.24,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,50,28.8,34.31,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,60,28.28,34.4,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,70,27.85,34.47,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,80,27.62,34.49,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,90,26.15,34.68,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,100,25.79,34.74,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,110,25.7,34.75,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,120,25,34.76,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,130,24.01,34.85,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,140,23.33,34.88,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,150,22.82,34.86,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,160,22.01,34.8,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,170,21.2,34.76,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,180,21.11,34.77,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,190,20.58,34.76,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,200,20.11,34.76,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,250,18.94,34.72,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,300,17.28,34.69,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,349,15.19,34.55,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,400,12.95,34.45,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,450,11.45,34.38,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,499,9.88,34.3,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,550,8.96,34.31,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,600,8.06,34.29,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,650,7.23,34.29,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,700,6.39,34.29,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,750,5.57,34.31,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,800,5.32,34.35,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,850,5,34.4,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,899,4.62,34.43,0111111,
28901,2012-07-20T03:08:00Z,22.0540,123.6980,949,4.43,34.45,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,5,29.79,34.15,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,8,29.79,34.15,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,10,29.76,34.15,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,20,29.71,34.15,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,29,29.7,34.15,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,40,29.53,34.21,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,50,28.89,34.34,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,60,28.38,34.41,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,70,28,34.47,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,80,27.66,34.51,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,90,26.72,34.69,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,100,25.76,34.75,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,110,25.7,34.75,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,120,25.67,34.76,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,130,24.67,34.85,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,140,23.89,34.89,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,150,23.27,34.85,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,160,22.35,34.85,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,170,21.49,34.63,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,180,21.22,34.68,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,190,20.68,34.72,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,200,20.2,34.74,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,250,19.01,34.75,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,300,17.25,34.67,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,350,15.05,34.62,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,400,12.71,34.39,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,450,11.34,34.37,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,500,10.05,34.38,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,550,8.63,34.31,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,600,7.75,34.36,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,650,6.81,34.3,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,700,6.2,34.32,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,750,5.49,34.33,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,800,5.23,34.37,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,850,5.05,34.4,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,900,4.78,34.43,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,950,4.44,34.45,0111111,
28901,2012-07-20T03:19:00Z,22.0540,123.6980,989,4.28,34.46,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,2,29.99,34.19,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,3,30.02,34.17,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,4,30,34.18,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,5,30,34.18,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,6,30.01,34.18,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,7,30.02,34.17,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,8,30.02,34.17,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,9,30.02,34.17,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,10,30,34.17,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,20,29.77,34.2,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,30,29.56,34.18,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,40,29.15,34.23,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,49,29.07,34.27,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,60,28.68,34.33,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,70,28.3,34.38,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,80,27.76,34.45,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,89,27.4,34.52,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,100,26.89,34.51,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,110,25.75,34.67,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,120,25.29,34.77,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,130,24.32,34.88,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,140,23.91,34.87,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,150,23.21,34.87,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,160,22.97,34.86,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,170,22.16,34.84,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,180,21.25,34.79,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,190,21,34.82,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,200,20.78,34.79,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,250,18.97,34.72,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,300,16.87,34.67,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,350,14.24,34.5,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,400,12.45,34.43,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,450,11.08,34.36,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,500,9.8,34.34,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,550,8.48,34.27,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,600,8.05,34.31,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,650,7.24,34.28,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,700,6.23,34.3,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,750,5.87,34.32,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,800,5.33,34.34,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,850,5.1,34.39,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,900,4.76,34.42,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,950,4.45,34.44,0111111,
28901,2012-07-20T08:30:00Z,22.0560,123.6730,976,4.36,34.45,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,4,29.97,34.2,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,7,29.94,34.19,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,9,29.93,34.19,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,11,29.92,34.19,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,19,29.84,34.2,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,30,29.62,34.2,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,40,29.17,34.23,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,50,29.03,34.3,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,60,28.65,34.38,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,70,28.33,34.4,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,80,27.69,34.49,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,90,27.45,34.53,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,100,26.87,34.64,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,110,25.51,34.8,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,120,25.07,34.83,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,130,24.11,34.92,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,140,23.83,34.87,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,150,23.22,34.87,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,160,22.78,34.9,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,170,21.96,34.86,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,180,21.49,34.7,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,190,21.23,34.73,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,200,20.81,34.77,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,250,19.16,34.65,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,300,17.19,34.69,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,350,15.33,34.54,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,400,13.28,34.45,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,450,11.55,34.4,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,500,10.24,34.38,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,550,9.09,34.31,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,600,8.04,34.31,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,650,7.08,34.27,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,700,6.74,34.32,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,750,6.02,34.34,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,800,5.45,34.34,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,850,5.14,34.38,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,900,4.94,34.41,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,950,4.66,34.45,0111111,
28901,2012-07-20T08:41:00Z,22.0560,123.6750,989,4.42,34.45,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,2,29.71,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,3,29.71,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,4,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,5,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,6,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,7,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,8,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,9,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,10,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,20,29.72,34.16,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,30,29.68,34.15,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,40,28.86,34.35,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,50,28.37,34.4,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,60,27.83,34.49,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,70,27.13,34.58,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,80,26.82,34.62,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,90,26.29,34.68,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,100,25.93,34.74,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,110,25.4,34.78,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,120,25,34.83,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,130,24.58,34.87,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,140,23.79,34.92,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,150,23.5,34.89,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,160,23.15,34.87,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,170,22.56,34.86,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,180,22.21,34.85,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,190,21.77,34.81,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,200,21.17,34.78,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,250,19.36,34.74,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,300,18.12,34.69,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,350,15.53,34.58,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,400,13.77,34.49,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,450,11.94,34.41,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,500,10.71,34.38,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,550,9.15,34.34,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,600,8.02,34.28,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,649,7.05,34.26,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,700,6.56,34.32,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,750,5.81,34.35,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,800,5.39,34.34,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,850,5.1,34.38,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,900,4.84,34.41,0111111,
28901,2012-07-20T13:58:00Z,22.0450,123.6530,949,4.65,34.44,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,4,29.71,34.16,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,7,29.72,34.16,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,9,29.72,34.16,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,11,29.72,34.16,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,20,29.72,34.16,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,30,29.68,34.18,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,40,28.88,34.36,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,50,28.41,34.44,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,60,27.76,34.52,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,70,27.13,34.61,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,80,26.85,34.64,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,90,26.35,34.69,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,100,25.9,34.75,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,110,25.19,34.85,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,120,24.76,34.89,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,130,24.26,34.93,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,140,23.65,34.94,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,150,23.32,34.88,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,160,23.06,34.89,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,170,22.46,34.89,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,180,22.11,34.84,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,190,22.08,34.85,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,200,21.4,34.83,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,250,19.6,34.75,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,300,18.1,34.72,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,350,16,34.63,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,400,14.74,34.54,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,450,13.07,34.46,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,500,11.81,34.41,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,550,10.18,34.38,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,600,8.84,34.3,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,650,7.31,34.26,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,700,6.55,34.26,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,750,6,34.32,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,800,5.46,34.36,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,850,5.01,34.4,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,900,4.67,34.42,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,950,4.4,34.45,0111111,
28901,2012-07-20T14:10:00Z,22.0440,123.6550,989,4.23,34.47,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,3,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,4,29.82,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,5,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,6,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,7,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,8,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,9,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,10,29.81,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,20,29.8,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,30,29.79,34.18,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,40,29.4,34.24,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,50,28.64,34.34,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,60,28.25,34.39,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,70,27.92,34.45,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,80,27.71,34.48,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,90,27.1,34.57,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,100,26.9,34.6,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,110,25.91,34.72,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,120,25.16,34.77,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,130,24.83,34.9,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,140,24.49,34.94,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,150,24,34.95,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,160,23.31,34.94,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,170,23.02,34.93,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,180,22.64,34.9,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,190,21.41,34.75,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,200,21.12,34.75,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,250,19.64,34.74,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,300,18.04,34.7,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,350,16.13,34.63,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,400,14.48,34.51,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,450,13.03,34.47,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,500,11.57,34.39,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,550,10.02,34.38,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,600,8.74,34.28,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,650,7.11,34.25,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,700,6.52,34.26,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,750,5.98,34.32,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,800,5.27,34.36,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,850,5.01,34.41,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,900,4.54,34.42,0111111,
28901,2012-07-20T19:28:00Z,22.0300,123.6430,949,4.41,34.45,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,4,29.81,34.18,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,7,29.81,34.18,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,10,29.82,34.18,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,19,29.82,34.18,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,29,29.8,34.18,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,40,29.41,34.26,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,49,28.71,34.38,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,60,28.08,34.45,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,69,27.86,34.48,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,80,27.7,34.5,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,90,27.15,34.59,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,100,26.85,34.64,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,110,25.99,34.73,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,120,25.4,34.79,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,130,24.91,34.94,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,140,24.5,34.94,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,150,23.79,34.97,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,160,23.19,34.91,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,170,22.74,34.9,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,180,22.26,34.88,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,190,21.29,34.76,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,200,21.07,34.74,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,250,19.26,34.76,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,300,17.91,34.73,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,350,15.69,34.61,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,400,14.12,34.51,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,450,13.05,34.45,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,500,11.19,34.38,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,550,10.16,34.38,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,600,8.76,34.33,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,650,7.15,34.24,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,700,6.56,34.28,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,750,6.02,34.32,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,800,5.48,34.37,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,850,5,34.4,0111111,
