PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC,GTSPP_UNIQUE_PROFILE_ID
28901,2012-08-04T11:54:00Z,22.3990,122.2770,40,28.58,34.29,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,50,28.57,34.29,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,60,28.26,34.32,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,70,27.49,34.45,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,80,26.8,34.54,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,90,26.11,34.62,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,100,25.44,34.69,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,110,25.15,34.74,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,120,24.28,34.79,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,130,23.58,34.83,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,140,23.54,34.83,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,150,23.5,34.84,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,160,23.45,34.84,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,170,23.19,34.82,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,180,22.3,34.84,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,190,22.06,34.86,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,200,21.14,34.84,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,250,19.03,34.79,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,300,17.45,34.7,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,350,16.33,34.63,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,400,13.34,34.47,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,450,11.23,34.42,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,500,10.78,34.37,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,550,9.87,34.31,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,600,8.95,34.27,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,650,7.36,34.25,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,700,6,34.29,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,749,5.44,34.33,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,800,5.18,34.35,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,850,4.9,34.38,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,899,4.73,34.41,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,950,4.47,34.44,0111111,
28901,2012-08-04T11:54:00Z,22.3990,122.2770,983,4.36,34.44,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,4,28.7,34.27,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,6,28.7,34.27,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,8,28.69,34.28,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,10,28.7,34.27,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,19,28.69,34.27,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,30,28.6,34.3,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,40,28.58,34.3,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,50,28.55,34.31,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,60,28.57,34.3,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,70,28.29,34.33,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,80,27.43,34.47,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,90,26.48,34.6,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,100,25.91,34.62,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,110,25.38,34.73,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,120,24.84,34.77,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,130,24.12,34.81,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,140,23.63,34.83,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,150,,,0111199,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,160,,,0111199,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,170,23.55,34.7,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,180,22.74,34.81,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,190,22.33,34.82,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,200,21.48,34.86,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,250,19.06,34.8,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,300,17.76,34.71,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,350,16.29,34.64,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,400,12.56,34.46,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,450,11.27,34.39,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,500,10.37,34.36,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,550,9.32,34.24,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,600,8.38,34.24,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,650,7.18,34.26,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,700,5.64,34.32,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,750,5.12,34.35,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,800,4.89,34.39,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,850,4.57,34.43,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,900,4.32,34.45,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,950,4.12,34.46,0111111,
28901,2012-08-04T12:05:00Z,22.4040,122.2780,989,3.89,34.48,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,2,28.81,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,3,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,4,28.81,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,5,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,6,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,7,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,8,28.81,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,9,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,10,28.81,34.22,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,19,28.81,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,30,28.82,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,40,28.81,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,50,28.8,34.23,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,60,28.74,34.25,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,70,28.73,34.25,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,80,28.57,34.27,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,90,28.25,34.3,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,100,27.11,34.52,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,110,26.22,34.7,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,120,24.94,34.82,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,130,24.27,34.82,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,140,23.79,34.86,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,150,23.6,34.88,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,160,23.62,34.91,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,170,23.34,34.88,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,180,22.38,34.86,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,190,21.75,34.85,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,200,20.84,34.82,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,250,18.38,34.76,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,300,17.04,34.68,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,350,15.19,34.57,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,400,12.43,34.43,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,450,11.16,34.39,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,500,9.8,34.31,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,550,9.07,34.27,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,600,7.65,34.24,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,650,6.44,34.26,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,700,5.19,34.35,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,750,5.06,34.37,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,800,4.83,34.39,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,849,4.53,34.43,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,900,4.33,34.45,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,949,4.18,34.46,0111111,
28901,2012-08-04T16:57:00Z,22.4310,122.2790,982,3.93,34.47,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,4,28.82,34.22,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,8,28.81,34.23,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,10,28.82,34.22,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,20,28.82,34.22,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,30,28.82,34.23,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,40,28.82,34.23,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,50,28.81,34.23,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,60,28.76,34.24,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,70,28.73,34.25,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,80,28.64,34.26,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,90,28.33,34.32,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,100,27.03,34.53,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,110,26.16,34.67,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,120,24.99,34.81,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,130,24.31,34.87,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,140,23.79,34.88,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,150,23.6,34.89,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,160,23.43,34.89,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,170,22.76,34.83,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,180,22.38,34.83,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,190,21.32,34.87,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,200,20.79,34.83,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,250,18.47,34.76,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,300,17.14,34.65,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,350,15.61,34.47,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,400,12.31,34.48,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,450,11.1,34.4,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,500,10.1,34.22,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,550,8.91,34.27,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,600,7.68,34.26,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,650,6.55,34.27,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,700,5.68,34.28,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,750,5.26,34.34,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,800,5,34.38,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,850,4.7,34.41,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,900,4.47,34.43,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,950,4.16,34.46,0111111,
28901,2012-08-04T17:07:00Z,22.4350,122.2810,989,3.96,34.48,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,3,28.85,34.2,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,4,28.86,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,5,28.86,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,6,28.86,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,7,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,8,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,9,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,10,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,20,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,30,28.87,34.19,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,40,28.78,34.2,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,50,28.68,34.22,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,60,28.52,34.26,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,70,28.33,34.3,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,80,27.77,34.4,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,90,26.18,34.7,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,100,25.33,34.76,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,110,24.77,34.79,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,120,24.75,34.77,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,130,24.58,34.78,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,140,23.99,34.83,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,150,23.08,34.84,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,160,22.38,34.82,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,170,21.73,34.83,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,180,20.99,34.86,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,190,20.48,34.85,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,200,20.24,34.85,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,250,18.27,34.76,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,300,16.87,34.67,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,350,14.78,34.55,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,400,12.58,34.44,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,450,10.83,34.38,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,500,9.96,34.29,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,550,8.88,34.26,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,600,7.54,34.25,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,650,6.22,34.28,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,700,5.5,34.32,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,750,5.25,34.35,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,800,4.99,34.38,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,850,4.69,34.41,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,900,4.5,34.43,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,950,4.17,34.46,0111111,
28901,2012-08-04T21:57:00Z,22.4420,122.2720,982,3.97,34.47,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,4,28.86,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,7,28.86,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,10,28.86,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,20,28.87,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,30,28.87,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,40,28.8,34.19,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,50,28.67,34.22,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,60,28.54,34.25,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,69,28.5,34.26,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,80,28.2,34.33,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,90,27.07,34.58,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,100,25.83,34.73,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,110,24.96,34.75,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,120,24.82,34.77,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,130,24.46,34.78,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,140,23.59,34.84,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,150,22.99,34.85,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,160,22.27,34.84,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,170,21.71,34.84,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,180,20.54,34.86,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,190,20.22,34.83,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,200,19.7,34.78,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,250,18.43,34.76,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,300,16.85,34.68,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,350,14.74,34.56,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,400,12.43,34.42,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,450,11.1,34.38,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,500,9.88,34.31,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,550,8.82,34.28,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,600,7.37,34.13,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,650,5.96,34.29,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,700,5.3,34.35,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,750,5.15,34.3,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,800,4.75,34.4,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,850,4.48,34.43,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,900,3.97,34.45,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,950,3.82,34.45,0111111,
28901,2012-08-04T22:08:00Z,22.4450,122.2740,988,3.77,34.49,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,3,28.95,34.24,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,4,28.92,34.23,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,5,28.88,34.23,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,6,28.85,34.24,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,7,28.81,34.24,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,8,28.81,34.23,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,9,28.82,34.23,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,10,28.82,34.22,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,20,28.8,34.23,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,30,28.78,34.25,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,40,28.74,34.26,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,50,28.58,34.28,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,60,28.44,34.28,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,70,28.23,34.31,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,80,27.92,34.38,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,90,26.81,34.58,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,100,25.58,34.7,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,110,24.95,34.77,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,120,24.26,34.78,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,130,23.39,34.83,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,140,22.95,34.83,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,150,21.81,34.84,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,160,21.15,34.85,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,170,20.5,34.84,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,180,20.15,34.83,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,190,20.04,34.82,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,200,19.66,34.84,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,250,18.84,34.77,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,300,17.36,34.7,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,350,15.56,34.59,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,400,13.09,34.46,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,450,11.46,34.41,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,500,10.11,34.29,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,550,8.77,34.26,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,599,7.08,34.25,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,650,5.89,34.29,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,701,5.38,34.33,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,750,5.17,34.36,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,800,4.88,34.39,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,850,4.5,34.43,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,900,4.05,34.44,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,950,3.82,34.45,0111111,
28901,2012-08-05T03:04:00Z,22.4640,122.2500,978,3.82,34.48,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,4,28.98,34.26,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,7,28.89,34.23,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,9,28.84,34.24,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,11,28.83,34.23,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,19,28.82,34.22,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,29,28.79,34.24,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,39,28.77,34.25,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,49,28.74,34.27,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,60,28.52,34.28,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,70,28.49,34.27,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,80,28.13,34.34,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,91,27.86,34.35,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,100,26.47,34.61,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,110,25.26,34.72,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,119,24.66,34.8,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,130,24.11,34.8,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,140,23.2,34.85,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,150,23.04,34.81,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,160,21.78,34.8,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,170,21.24,34.75,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,180,20.55,34.82,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,190,20.12,34.82,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,200,19.74,34.81,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,250,19.09,34.66,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,300,17.39,34.69,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,350,15.52,34.6,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,400,13.26,34.42,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,450,11.34,34.41,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,500,9.92,34.27,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,550,8.87,34.25,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,600,7.02,34.26,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,649,5.91,34.16,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,700,5.46,34.33,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,750,5.23,34.32,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,800,4.87,34.38,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,850,4.61,34.42,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,900,4.1,34.42,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,950,3.82,34.45,0111111,
28901,2012-08-05T03:14:00Z,22.4660,122.2530,989,3.62,34.48,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,3,29.28,34.23,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,4,29.2,34.22,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,5,29.11,34.22,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,6,29.02,34.2,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,7,28.93,34.2,0111111,
28901,2012-08-05T08:06:00Z,22.4910,122.2460,8,28.91,34.19,0111111,
